Country,State,LG,City,PostCode,allstates_id
Nigeria,Taraba ,Kurmi,AKWENTO/BOKO,671104,901
Nigeria,Taraba ,Kurmi,AMBO,671104,902
Nigeria,Taraba ,Kurmi,AMBORA,671104,903
Nigeria,Taraba ,Kurmi,AMBWE,671104,904
Nigeria,Taraba ,Kurmi,ASHUKU/ENEME,671104,905
Nigeria,Taraba ,Kurmi,ATTA,671104,906
Nigeria,Taraba ,Kurmi,ATSUKU,671104,907
Nigeria,Taraba ,Kurmi,BAISSA,671104,908
Nigeria,Taraba ,Kurmi,BENTE,671104,909
Nigeria,Taraba ,Kurmi,BENTE/GALEA,671104,910
Nigeria,Taraba ,Kurmi,BISSAULA,671104,911
Nigeria,Taraba ,Kurmi,DANBAKI,671104,912
Nigeria,Taraba ,Kurmi,DANBECKI,671104,913
Nigeria,Taraba ,Kurmi,DIDAN,671104,914
Nigeria,Taraba ,Kurmi,DORI,671104,915
Nigeria,Taraba ,Kurmi,FALI,671104,916
Nigeria,Taraba ,Kurmi,FILIBI,671104,917
Nigeria,Taraba ,Kurmi,GAGARA,671104,918
Nigeria,Taraba ,Kurmi,GATARI,671104,919
Nigeria,Taraba ,Kurmi,GIDAN AJI,671104,920
Nigeria,Taraba ,Kurmi,GIDAN GIWA,671104,921
Nigeria,Taraba ,Kurmi,GIDAN MADAIKI,671104,922
Nigeria,Taraba ,Kurmi,GWANDA,671104,923
Nigeria,Taraba ,Kurmi,KUFAI,671104,924
Nigeria,Taraba ,Kurmi,KWESATI,671104,925
Nigeria,Taraba ,Kurmi,LUMBU,671104,926
Nigeria,Taraba ,Kurmi,MAIGURU,671104,927
Nigeria,Taraba ,Kurmi,MAI SAJE,671104,928
Nigeria,Taraba ,Kurmi,MAKERI,671104,929
Nigeria,Taraba ,Kurmi,NDAFORO/GEANDA,671104,930
Nigeria,Taraba ,Kurmi,NDOMBO SAMA,671104,931
Nigeria,Taraba ,Kurmi,NJUWANDE,671104,932
Nigeria,Taraba ,Kurmi,NYIDO/TOSSO,671104,933
Nigeria,Taraba ,Kurmi,SARKIN KUDU,671104,934
Nigeria,Taraba ,Kurmi,SHUWAKA,671104,935
Nigeria,Taraba ,Kurmi,UMARU,671104,936
Nigeria,Taraba ,Lau,ABBARE,662104,937
Nigeria,Taraba ,Lau,ABBARE I,662101,938
Nigeria,Taraba ,Lau,ABBERE II,662101,939
Nigeria,Taraba ,Lau,APAWA,662101,940
Nigeria,Taraba ,Lau,BAMGA,662101,941
Nigeria,Taraba ,Lau,BANG,662101,942
Nigeria,Taraba ,Lau,BARADI,662101,943
Nigeria,Taraba ,Lau,DIDANGO,662101,944
Nigeria,Taraba ,Lau,DOBELI,662101,945
Nigeria,Taraba ,Lau,DONADDA,662101,946
Nigeria,Taraba ,Lau,GARIN DOGO,662101,947
Nigeria,Taraba ,Lau,GARIN MAGAJI,662101,948
Nigeria,Taraba ,Lau,JASSI,662101,949
Nigeria,Taraba ,Lau,JEM PETEL,662101,950
Nigeria,Taraba ,Lau,JEN,662101,951
Nigeria,Taraba ,Lau,JIMLARI,662101,952
Nigeria,Taraba ,Lau,JUMLERI,662101,953
Nigeria,Taraba ,Lau,JUMLERI FULANI,662101,954
Nigeria,Taraba ,Lau,KUNINI,661102,955
Nigeria,Taraba ,Lau,KWATA KANAWA,661102,956
Nigeria,Taraba ,Lau,LAU,662101,957
Nigeria,Taraba ,Lau,LAU I ,661102,958
Nigeria,Taraba ,Lau,LAU II,661102,959
Nigeria,Taraba ,Lau,MAYO LOPE,661102,960
Nigeria,Taraba ,Lau,MINDA,661102,961
Nigeria,Taraba ,Lau,SERAKYE,661102,962
Nigeria,Taraba ,Sardauna,ABOE,663102,963
Nigeria,Taraba ,Sardauna,AKOFORO,663102,964
Nigeria,Taraba ,Sardauna,AMBA,663102,965
Nigeria,Taraba ,Sardauna,ANTERE,663102,966
Nigeria,Taraba ,Sardauna,BANDA,663102,967
Nigeria,Taraba ,Sardauna,BANGA,663102,968
Nigeria,Taraba ,Sardauna,BARDE,663102,969
Nigeria,Taraba ,Sardauna,BATU,663102,970
Nigeria,Taraba ,Sardauna,BELEL,663102,971
Nigeria,Taraba ,Sardauna,CHUWA,663102,972
Nigeria,Taraba ,Sardauna,DAN FULANI,663102,973
Nigeria,Taraba ,Sardauna,DOROFI,663102,974
Nigeria,Taraba ,Sardauna,GEMBU,663102,975
Nigeria,Taraba ,Sardauna,GEMBU B,663102,976
Nigeria,Taraba ,Sardauna,GEMBU A,663102,977
Nigeria,Taraba ,Sardauna,GIDAN ALHAJI,663102,978
Nigeria,Taraba ,Sardauna,HAINARE,663102,979
Nigeria,Taraba ,Sardauna,INKIRI,663102,980
Nigeria,Taraba ,Sardauna,JABU,663102,981
Nigeria,Taraba ,Sardauna,KABRI,663102,982
Nigeria,Taraba ,Sardauna,KAKARA,663102,983
Nigeria,Taraba ,Sardauna,KAN IYAKA,663102,984
Nigeria,Taraba ,Sardauna,KARA,663102,985
Nigeria,Taraba ,Sardauna,KILATING,663102,986
Nigeria,Taraba ,Sardauna,KUSUKU,663102,987
Nigeria,Taraba ,Sardauna,LABARE,663102,988
Nigeria,Taraba ,Sardauna,LEME,663102,989
Nigeria,Taraba ,Sardauna,LUBATARI,663102,990
Nigeria,Taraba ,Sardauna,MAGU,663102,991
Nigeria,Taraba ,Sardauna,MBAMNGA,663102,992
Nigeria,Taraba ,Sardauna,MBAR,663102,993
Nigeria,Taraba ,Sardauna,MBARKA MANGA,663102,994
Nigeria,Taraba ,Sardauna,MOYA NDAGA,663102,995
Nigeria,Taraba ,Sardauna,NDUM YAJI,663102,996
Nigeria,Taraba ,Sardauna,NGELFORO,663102,997
Nigeria,Taraba ,Sardauna,NGIKAR,663102,998
Nigeria,Taraba ,Sardauna,NGUROJE,663102,999
Nigeria,Taraba ,Sardauna,ROREL BURLE ,663102,1000
Nigeria,Taraba ,Sardauna,TANGO,663102,1001
Nigeria,Taraba ,Sardauna,TEPKWAR,663102,1002
Nigeria,Taraba ,Sardauna,TITONG,663102,1003
Nigeria,Taraba ,Sardauna,WAKILL BUBA,663102,1004
Nigeria,Taraba ,Sardauna,WARWAR,663102,1005
Nigeria,Taraba ,Sardauna,YERIMARU,663102,1006
Nigeria,Taraba ,Sardauna,YIRUM,663102,1007
Nigeria,Taraba ,Takum,AGERA,671101,1008
Nigeria,Taraba ,Takum,AGA,671101,1009
Nigeria,Taraba ,Takum,ANHWANGE,671101,1010
Nigeria,Taraba ,Takum,BETE,671101,1011
Nigeria,Taraba ,Takum,BIKASHIBILA,671101,1012
Nigeria,Taraba ,Takum,CHANCHANJI,671101,1013
Nigeria,Taraba ,Takum,DOGON GAWA,671101,1014
Nigeria,Taraba ,Takum,DUTSE,671101,1015
Nigeria,Taraba ,Takum,FETE,671101,1016
Nigeria,Taraba ,Takum,GADIN,671101,1017
Nigeria,Taraba ,Takum,GAHWETON,671101,1018
Nigeria,Taraba ,Takum,GALUMJE,671101,1019
Nigeria,Taraba ,Takum,GBERNDIER,671101,1020
Nigeria,Taraba ,Takum,JIJA,671101,1021
Nigeria,Taraba ,Takum,KAPYA,671101,1022
Nigeria,Taraba ,Takum,KASHIMBILA,671101,1023
Nigeria,Taraba ,Takum,KUMBUR,671101,1024
Nigeria,Taraba ,Takum,KYAN,671101,1025
Nigeria,Taraba ,Takum,LUFU,671101,1026
Nigeria,Taraba ,Takum,MAKI,671101,1027
Nigeria,Taraba ,Takum,MBATIAN,671101,1028
Nigeria,Taraba ,Takum,MGBE,671101,1029
Nigeria,Taraba ,Takum,MUJI,671101,1030
Nigeria,Taraba ,Takum,ROGO,671101,1031
Nigeria,Taraba ,Takum,SABON GIDA,671101,1032
Nigeria,Taraba ,Takum,SAI,671101,1033
Nigeria,Taraba ,Takum,TAKUM,671101,1034
Nigeria,Taraba ,Takum,TIKARI,671101,1035
Nigeria,Taraba ,Takum,UBA,671101,1036
Nigeria,Taraba ,Takum,ZONGO,671101,1037
Nigeria,Taraba ,Ussa,ABOKI,671103,1038
Nigeria,Taraba ,Ussa,ACHA,671103,1039
Nigeria,Taraba ,Ussa,ACHIFA,671103,1040
Nigeria,Taraba ,Ussa,ACHILO,671103,1041
Nigeria,Taraba ,Ussa,ADI,671103,1042
Nigeria,Taraba ,Ussa,ASKANABI,671103,1043
Nigeria,Taraba ,Ussa,ATIGSI,671103,1044
Nigeria,Taraba ,Ussa,ATOTSO,671103,1045
Nigeria,Taraba ,Ussa,BITUP,671103,1046
Nigeria,Taraba ,Ussa,BIKA LUPWE,671103,1047
Nigeria,Taraba ,Ussa,EKAS,671103,1048
Nigeria,Taraba ,Ussa,FIKYU,671103,1049
Nigeria,Taraba ,Ussa,FIKYU LISSAM,671103,1050
Nigeria,Taraba ,Ussa,ISHIR,671103,1051
Nigeria,Taraba ,Ussa,KECHA,671103,1052
Nigeria,Taraba ,Ussa,KPAMBO,671103,1053
Nigeria,Taraba ,Ussa,KUFI,671103,1054
Nigeria,Taraba ,Ussa,KWESATI,671103,1055
Nigeria,Taraba ,Ussa,LISSAM,671103,1056
Nigeria,Taraba ,Ussa,LISSAM I,671103,1057
Nigeria,Taraba ,Ussa,LISSAM II,671103,1058
Nigeria,Taraba ,Ussa,RUFU,671103,1059
Nigeria,Taraba ,Ussa,YAMUSA,671103,1060
Nigeria,Taraba ,Wukari,AKWANA,670101,1061
Nigeria,Taraba ,Wukari,ANZWA,670101,1062
Nigeria,Taraba ,Wukari,APAR,670101,1063
Nigeria,Taraba ,Wukari,ARAFU,670107,1064
Nigeria,Taraba ,Wukari,ATERAYANGE,670101,1065
Nigeria,Taraba ,Wukari,AVYI,670102,1066
Nigeria,Taraba ,Wukari,BANTAJI,670108,1067
Nigeria,Taraba ,Wukari,CHAN  GASUWA,670101,1068
Nigeria,Taraba ,Wukari,CHEDIYA,670101,1069
Nigeria,Taraba ,Wukari,FIYAYI,670101,1070
Nigeria,Taraba ,Wukari,GUNGU ABDULAHI,670101,1071
Nigeria,Taraba ,Wukari,GADA MAYO,670101,1072
Nigeria,Taraba ,Wukari,GIDAN EL HAJI,670101,1073
Nigeria,Taraba ,Wukari,GIDAN  IDI,670106,1074
Nigeria,Taraba ,Wukari,GIDAN MALLAN KAGWA,670101,1075
Nigeria,Taraba ,Wukari,IBI RIMI UKU II,670101,1076
Nigeria,Taraba ,Wukari,JIBU,670101,1077
Nigeria,Taraba ,Wukari,KAMBE,670101,1078
Nigeria,Taraba ,Wukari,KENTE,670105,1079
Nigeria,Taraba ,Wukari,KIKUNDU,670101,1080
Nigeria,Taraba ,Wukari,LANAM,670101,1081
Nigeria,Taraba ,Wukari,LUMBUV,670101,1082
Nigeria,Taraba ,Wukari,MBAYENGE,670101,1083
Nigeria,Taraba ,Wukari,MBAZUN,670101,1084
Nigeria,Taraba ,Wukari,NYANKOLA,670101,1085
Nigeria,Taraba ,Wukari,PUJE,670101,1086
Nigeria,Taraba ,Wukari,RAFIN KADA,670103,1087
Nigeria,Taraba ,Wukari,RITI,670101,1088
Nigeria,Taraba ,Wukari,TOR RUWAN,670101,1089
Nigeria,Taraba ,Wukari,TSAAV,670101,1090
Nigeria,Taraba ,Wukari,TSOKUNDI,670101,1091
Nigeria,Taraba ,Wukari,URO TUKUN,670101,1092
Nigeria,Taraba ,Wukari,WUKARI,670101,1093
Nigeria,Taraba ,Wukari,ZEBU,670101,1094
Nigeria,Taraba ,Yorro,BIKASSA II,661101,1095
Nigeria,Taraba ,Yorro,NYAJA II,661101,1096
Nigeria,Taraba ,Yorro,PANTISAWA I,661101,1097
Nigeria,Taraba ,Yorro,PANTISAWA II,661101,1098
Nigeria,Taraba ,Yorro,PUPULE III,661101,1099
Nigeria,Taraba ,Yorro,PUPULE I,661101,1100
Nigeria,Taraba ,Yorro,PUPULE II,661101,1101
Nigeria,Taraba ,Zing,BANGE,661101,1102
Nigeria,Taraba ,Zing,BAPINSO,661101,1103
Nigeria,Taraba ,Zing,BINYERI,661101,1104
Nigeria,Taraba ,Zing,BISA,661101,1105
Nigeria,Taraba ,Zing,BITAKO,661105,1106
Nigeria,Taraba ,Zing,BUBONG,661104,1107
Nigeria,Taraba ,Zing,BUZOTI,661101,1108
Nigeria,Taraba ,Zing,DINGDING,661101,1109
Nigeria,Taraba ,Zing,DINDING,661108,1110
Nigeria,Taraba ,Zing,LAMMA,661101,1111
Nigeria,Taraba ,Zing,MBAMBE FULANI,661101,1112
Nigeria,Taraba ,Zing,MIKA,661101,1113
Nigeria,Taraba ,Zing,MONKIN,661109,1114
Nigeria,Taraba ,Zing,YAKOKO,661106,1115
Nigeria,Taraba ,Zing,ZING,661103,1116
Nigeria,Taraba ,Zing,ZING AI,661101,1117
Nigeria,Taraba ,Zing,ZING AII,661101,1118
Nigeria,Taraba ,Zing,ZING B,661101,1119
Nigeria,Rivers ,Abua / Odual,ABUA,510102,1120
Nigeria,Rivers ,Abua / Odual,ABUA I,510102,1121
Nigeria,Rivers ,Abua / Odual,ABUA II,510102,1122
Nigeria,Rivers ,Abua / Odual,ABUA III,510102,1123
Nigeria,Rivers ,Abua / Odual,ABUA IV,510102,1124
Nigeria,Rivers ,Abua / Odual,AGADA,510102,1125
Nigeria,Rivers ,Abua / Odual,AGUNUGHAN,510102,1126
Nigeria,Rivers ,Abua / Odual,AINYADE,510102,1127
Nigeria,Rivers ,Abua / Odual,AKANI,510102,1128
Nigeria,Rivers ,Abua / Odual,AMURUKENI,510102,1129
Nigeria,Rivers ,Abua / Odual,AMURUTO,510102,1130
Nigeria,Rivers ,Abua / Odual,ANYU,510102,1131
Nigeria,Rivers ,Abua / Odual,AYON,510102,1132
Nigeria,Rivers ,Abua / Odual,EGBEMA,510102,1133
Nigeria,Rivers ,Abua / Odual,EGBOLOM,510102,1134
Nigeria,Rivers ,Abua / Odual,EKUNUGA,510102,1135
Nigeria,Rivers ,Abua / Odual,EMAGO,510102,1136
Nigeria,Rivers ,Abua / Odual,EMAGUO,510102,1137
Nigeria,Rivers ,Abua / Odual,EMAGO-KUGBO,510102,1138
Nigeria,Rivers ,Abua / Odual,EMELEGO,510102,1139
Nigeria,Rivers ,Abua / Odual,EMUGHAN I,510102,1140
Nigeria,Rivers ,Abua / Odual,EMUGHAN II,510102,1141
Nigeria,Rivers ,Abua / Odual,ODUA,510102,1142
Nigeria,Rivers ,Abua / Odual,OKPENDEN,510102,1143
Nigeria,Rivers ,Abua / Odual,OTAPHA,510102,1144
Nigeria,Rivers ,Ahoada East,AKABUKA,510101,1145
Nigeria,Rivers ,Ahoada East,AHOADA,510105,1146
Nigeria,Rivers ,Ahoada East,AHOADA I,510101,1147
Nigeria,Rivers ,Ahoada East,AHOADA II,510101,1148
Nigeria,Rivers ,Ahoada East,AHOADA III,510101,1149
Nigeria,Rivers ,Ahoada East,AHOADA IV,510101,1150
Nigeria,Rivers ,Ahoada East,AKOH I,510101,1151
Nigeria,Rivers ,Ahoada East,AKOH II,510101,1152
Nigeria,Rivers ,Ahoada East,AKOH III,510101,1153
Nigeria,Rivers ,Ahoada East,EGI II,510101,1154
Nigeria,Rivers ,Ahoada East,OCHIBA,510101,1155
Nigeria,Rivers ,Ahoada East,ODUAHA,510101,1156
Nigeria,Rivers ,Ahoada East,UPPATA I,510101,1157
Nigeria,Rivers ,Ahoada East,UPPATA II,510101,1158
Nigeria,Rivers ,Ahoada East,UPPATA III,510101,1159
Nigeria,Rivers ,Ahoada East,UPPATA IV,510101,1160
Nigeria,Rivers ,Ahoada East,UPPATA V,510101,1161
Nigeria,Rivers ,Ahoada East,UPPATA VI,510101,1162
Nigeria,Rivers ,Ahoada West,AKINIMA,510105,1163
Nigeria,Rivers ,Ahoada West,EDIRO I,510105,1164
Nigeria,Rivers ,Ahoada West,EDIRO II,510105,1165
Nigeria,Rivers ,Ahoada West,IDU,510105,1166
Nigeria,Rivers ,Ahoada West,IGBUDUYA I,510105,1167
Nigeria,Rivers ,Ahoada West,IGBUDUYA II,510105,1168
Nigeria,Rivers ,Ahoada West,IGBUDUYA III,510105,1169
Nigeria,Rivers ,Ahoada West,IGBUDUYA IV,510105,1170
Nigeria,Rivers ,Ahoada West,IKODI,510105,1171
Nigeria,Rivers ,Ahoada West,JOINKRAMA,510105,1172
Nigeria,Rivers ,Ahoada West,MBIAMA,510105,1173
Nigeria,Rivers ,Ahoada West,OKARKI,510105,1174
Nigeria,Rivers ,Ahoada West,UBIE I,510105,1175
Nigeria,Rivers ,Ahoada West,UBIE II,510105,1176
Nigeria,Rivers ,Ahoada West,UBIE III,510105,1177
Nigeria,Rivers ,Ahoada West,UBIE IV,510105,1178
Nigeria,Rivers ,Ahoada West,UKODU,510105,1179
Nigeria,Rivers ,Akuku-Toru,ABONNEMA,504103,1180
Nigeria,Rivers ,Akuku-Toru,AKUKU TORU,504103,1181
Nigeria,Rivers ,Akuku-Toru,ALLAGOAKIRI,504103,1182
Nigeria,Rivers ,Akuku-Toru,APIBOKO,504103,1183
Nigeria,Rivers ,Akuku-Toru,BRIGGS I,504103,1184
Nigeria,Rivers ,Akuku-Toru,BRIGGS II,504103,1185
Nigeria,Rivers ,Akuku-Toru,BRIGGS III,504103,1186
Nigeria,Rivers ,Akuku-Toru,DOKUBOKIRI,504103,1187
Nigeria,Rivers ,Akuku-Toru,EBINIKIRI,504103,1188
Nigeria,Rivers ,Akuku-Toru,EGBEBOKO,504103,1189
Nigeria,Rivers ,Akuku-Toru,ELUKU,504103,1190
Nigeria,Rivers ,Akuku-Toru,GEORGEWILL II,504103,1191
Nigeria,Rivers ,Akuku-Toru,GEORGEWILL III,504103,1192
Nigeria,Rivers ,Akuku-Toru,GEORGWILL III,504103,1193
Nigeria,Rivers ,Akuku-Toru,IPIKOKIRI,504103,1194
Nigeria,Rivers ,Akuku-Toru,JACK I,504103,1195
Nigeria,Rivers ,Akuku-Toru,JACK II(abonnema),504103,1196
Nigeria,Rivers ,Akuku-Toru,JACK III,504103,1197
Nigeria,Rivers ,Akuku-Toru,KULA I,504103,1198
Nigeria,Rivers ,Akuku-Toru,KULA II,504103,1199
Nigeria,Rivers ,Akuku-Toru,MANUEL I,504103,1200
Nigeria,Rivers ,Akuku-Toru,MANUEL II,504103,1201
Nigeria,Rivers ,Akuku-Toru,MANUEL III,504103,1202
Nigeria,Rivers ,Akuku-Toru,NORTH/SOUTH GROUP,504103,1203
Nigeria,Rivers ,Akuku-Toru,NYOUNKIRI,504103,1204
Nigeria,Rivers ,Akuku-Toru,OBONOMA,504103,1205
Nigeria,Rivers ,Akuku-Toru,OFFORBOKO,504103,1206
Nigeria,Rivers ,Akuku-Toru,OLD SANGAMA,504103,1207
Nigeria,Rivers ,Akuku-Toru,OLOMABOKO,504103,1208
Nigeria,Rivers ,Akuku-Toru,OYEKIRI,504103,1209
Nigeria,Rivers ,Akuku-Toru,ROBERTKIRI,504103,1210
Nigeria,Rivers ,Akuku-Toru,SOKU,504103,1211
Nigeria,Rivers ,Andoni,AGWUT-OBOLO,503102,1212
Nigeria,Rivers ,Andoni,AMANKU,503102,1213
Nigeria,Rivers ,Andoni,ATABA ,503102,1214
Nigeria,Rivers ,Andoni,ATABA I,503102,1215
Nigeria,Rivers ,Andoni,ATABA II,503102,1216
Nigeria,Rivers ,Andoni,EKEDE,503102,1217
Nigeria,Rivers ,Andoni,IKURU,503102,1218
Nigeria,Rivers ,Andoni,IKURU   TOWN,503102,1219
Nigeria,Rivers ,Andoni,ISIODUM,503102,1220
Nigeria,Rivers ,Andoni,NGO,503102,1221
Nigeria,Rivers ,Andoni,NGO TOWN,503102,1222
Nigeria,Rivers ,Andoni,SAMANGA,503102,1223
Nigeria,Rivers ,Andoni,UNYEADA I,503102,1224
Nigeria,Rivers ,Andoni,UNYEADA II,503102,1225
Nigeria,Rivers ,Andoni,UNYEN GALA,503102,1226
Nigeria,Rivers ,Andoni,WARD VII DEMA ABBEY,503102,1227
Nigeria,Rivers ,Andoni,WARD IX NANABIE,503102,1228
Nigeria,Rivers ,Asari-Toru,ABALAMA,504101,1229
Nigeria,Rivers ,Asari-Toru,ANGULAR-AMA TOWN,504101,1230
Nigeria,Rivers ,Asari-Toru,BUGUMA,504101,1231
Nigeria,Rivers ,Asari-Toru,BUGUMA EAST WEST,504101,1232
Nigeria,Rivers ,Asari-Toru,BUGUMA NORTH EAST,504101,1233
Nigeria,Rivers ,Asari-Toru,EBUYEDOKUBOKIRI,504101,1234
Nigeria,Rivers ,Asari-Toru,HORSFALL-AMA,504101,1235
Nigeria,Rivers ,Asari-Toru,IDO,504101,1236
Nigeria,Rivers ,Asari-Toru,IFOKO,504101,1237
Nigeria,Rivers ,Asari-Toru,ISIA GROUP I,504101,1238
Nigeria,Rivers ,Asari-Toru,ISIA GROUP II,504101,1239
Nigeria,Rivers ,Asari-Toru,MINA-AMA,504101,1240
Nigeria,Rivers ,Asari-Toru,OMEKWE-AMA,504101,1241
Nigeria,Rivers ,Asari-Toru,OMEKWE-TARI-AMA,504101,1242
Nigeria,Rivers ,Asari-Toru,OPUROAMA TOWN,504101,1243
Nigeria,Rivers ,Asari-Toru,SAMA,504101,1244
Nigeria,Rivers ,Asari-Toru,SANGAMA,504101,1245
Nigeria,Rivers ,Asari-Toru,TEMA,504101,1246
Nigeria,Rivers ,Asari-Toru,WEST CENTRAL GROUP,504101,1247
Nigeria,Rivers ,Bonny,AYAMINIMA COMMUNITY,503101,1248
Nigeria,Rivers ,Bonny,BONNY,503101,1249
Nigeria,Rivers ,Bonny,BONNY ISLAND,503101,1250
Nigeria,Rivers ,Bonny,FUAKPA FISHING PORT,503101,1251
Nigeria,Rivers ,Bonny,OLOMA,503101,1252
Nigeria,Rivers ,Bonny,TUMBIKUKU,503101,1253
Nigeria,Rivers ,Bonny,WARD VI ABALAMABIE,503101,1254
Nigeria,Rivers ,Bonny,WARD II COURT/ADA ALLISON,503101,1255
Nigeria,Rivers ,Bonny,WARD N FINIMA,503101,1256
Nigeria,Rivers ,Bonny,WARD IV NEW LAYOUT,503101,1257
Nigeria,Rivers ,Bonny,WARD X OLOMA AYAMINIMA,503101,1258
Nigeria,Rivers ,Bonny,WARD I ORO-IGWE,503101,1259
Nigeria,Rivers ,Bonny,WARD III OROSIRIRI,503101,1260
Nigeria,Rivers ,Degema,DEGEMA,504102,1261
Nigeria,Rivers ,Degema,DEGEMA I,504102,1262
Nigeria,Rivers ,Degema,DEGEMA II,504102,1263
Nigeria,Rivers ,Degema,DEGEMA III,504102,1264
Nigeria,Rivers ,Degema,KRAKRAMA,504102,1265
Nigeria,Rivers ,Degema,OBUAMA,504102,1266
Nigeria,Rivers ,Eleme,ABULOMA,501101,1267
Nigeria,Rivers ,Eleme,AGBONCHIA,501101,1268
Nigeria,Rivers ,Eleme,ALESE ,501101,1269
Nigeria,Rivers ,Eleme,ALETO,501101,1270
Nigeria,Rivers ,Eleme,ALODE,501101,1271
Nigeria,Rivers ,Eleme,EBUBU,501101,1272
Nigeria,Rivers ,Eleme,ELEME,501101,1273
Nigeria,Rivers ,Eleme,ETEO,501101,1274
Nigeria,Rivers ,Eleme,OGALE,501101,1275
Nigeria,Rivers ,Eleme,OGONI,501101,1276
Nigeria,Rivers ,Eleme,ONNE,501101,1277
Nigeria,Rivers ,Emohua,ALIBRADA,511102,1278
Nigeria,Rivers ,Emohua,EGBEDA,511102,1279
Nigeria,Rivers ,Emohua,ELELE ALIMINI,511102,1280
Nigeria,Rivers ,Emohua,EMOHUA,511102,1281
Nigeria,Rivers ,Emohua,EMOHUA I,511102,1282
Nigeria,Rivers ,Emohua,EMOHUA II,511102,1283
Nigeria,Rivers ,Emohua,IBA,511102,1284
Nigeria,Rivers ,Emohua,IBAA,511102,1285
Nigeria,Rivers ,Emohua,ISIODU,511102,1286
Nigeria,Rivers ,Emohua,MBUOSI,511102,1287
Nigeria,Rivers ,Emohua,OLA RUMUODOGO,511102,1288
Nigeria,Rivers ,Emohua,OBELLE,511102,1289
Nigeria,Rivers ,Emohua,OBITIE,511102,1290
Nigeria,Rivers ,Emohua,ODEGU I,511102,1291
Nigeria,Rivers ,Emohua,ODEGU II,511102,1292
Nigeria,Rivers ,Emohua,OGBAKIRI  I,511102,1293
Nigeria,Rivers ,Emohua,OGBAKIRI  II,511102,1294
Nigeria,Rivers ,Emohua,OKPABO,511102,1295
Nigeria,Rivers ,Emohua,OMUDIOGA/AKPADU,511102,1296
Nigeria,Rivers ,Emohua,ORUGBORKIRI,511102,1297
Nigeria,Rivers ,Emohua,OSUOGU,511102,1298
Nigeria,Rivers ,Emohua,RUMUCHIE,511102,1299
Nigeria,Rivers ,Emohua,RUMUEKPE,511102,1300
Nigeria,Rivers ,Emohua,RUMUJI,511102,1301
Nigeria,Rivers ,Emohua,RUMUODOGO,511102,1302
Nigeria,Rivers ,Emohua,RUNDELE,511102,1303
Nigeria,Rivers ,Emohua,TOMBIA,511102,1304
Nigeria,Rivers ,Emohua,UBIMINI,511102,1305
Nigeria,Rivers ,Emohua,UMUDIOGA,511102,1306
Nigeria,Rivers ,Etche,ABARA,512101,1307
Nigeria,Rivers ,Etche,AFARA,512101,1308
Nigeria,Rivers ,Etche,AHIA,512101,1309
Nigeria,Rivers ,Etche,AKPOKU/UMUOYE,512101,1310
Nigeria,Rivers ,Etche,AKWA,512101,1311
Nigeria,Rivers ,Etche,AKWA/ODOGWA,512101,1312
Nigeria,Rivers ,Etche,AMAKU,512101,1313
Nigeria,Rivers ,Etche,CHOKOCHO,512101,1314
Nigeria,Rivers ,Etche,EGBU,512101,1315
Nigeria,Rivers ,Etche,EGWI,512101,1316
Nigeria,Rivers ,Etche,EGWI/OPIRO,512101,1317
Nigeria,Rivers ,Etche,IBODO,512101,1318
Nigeria,Rivers ,Etche,IGBO I,512101,1319
Nigeria,Rivers ,Etche,IGBO II,512101,1320
Nigeria,Rivers ,Etche,IGBO III,512101,1321
Nigeria,Rivers ,Etche,IGBODO,512101,1322
Nigeria,Rivers ,Etche,IGBO ETCHE,512101,1323
Nigeria,Rivers ,Etche,ISU,512101,1324
Nigeria,Rivers ,Etche,MBA,512101,1325
Nigeria,Rivers ,Etche,NDASHI,512101,1326
Nigeria,Rivers ,Etche,NDARSHI,512101,1327
Nigeria,Rivers ,Etche,NIHI,512101,1328
Nigeria,Rivers ,Etche,NINI,512101,1329
Nigeria,Rivers ,Etche,OBIBI,512101,1330
Nigeria,Rivers ,Etche,OBIBI/AKWUKABI,512101,1331
Nigeria,Rivers ,Etche,OBITE,512101,1332
Nigeria,Rivers ,Etche,ODAGBA,512101,1333
Nigeria,Rivers ,Etche,ODUFOR,512101,1334
Nigeria,Rivers ,Etche,OGIDA,512101,1335
Nigeria,Rivers ,Etche,OKEHI,512101,1336
Nigeria,Rivers ,Etche,OKODU,512101,1337
Nigeria,Rivers ,Etche,OKOROAGU,512101,1338
Nigeria,Rivers ,Etche,OLAKWO,512101,1339
Nigeria,Rivers ,Etche,OWAZA,512101,1340
Nigeria,Rivers ,Etche,OWU,512101,1341
Nigeria,Rivers ,Etche,OZUZU,512101,1342
Nigeria,Rivers ,Etche,RUMUAKURU,512101,1343
Nigeria,Rivers ,Etche,RUKWANGWO,512101,1344
Nigeria,Rivers ,Etche,ULAKWO,512101,1345
Nigeria,Rivers ,Etche,UMUATURU,512101,1346
Nigeria,Rivers ,Etche,UMUECHEM,512101,1347
Nigeria,Rivers ,Etche,UMUEDE,512101,1348
Nigeria,Rivers ,Gokana,BARINWA DERE,501103,1349
Nigeria,Rivers ,Gokana,BERA,501103,1350
Nigeria,Rivers ,Gokana,B-DERE,501103,1351
Nigeria,Rivers ,Gokana,BIARA I,501103,1352
Nigeria,Rivers ,Gokana,BIARA II,501103,1353
Nigeria,Rivers ,Gokana,BODO,501103,1354
